Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time.1,Moving Time,Distance.1,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate.1,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort.1,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute.1,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Media
9878521688,"Sep 18, 2023, 4:59:40 PM",Evening Weight Training,Weight Training,,2135,0,130.0,5.0,False,,,activities/10588229272.fit.gz,,,2135.0,2135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,106.0,,,261.0,,,5.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
12440719270,"Sep 18, 2024, 10:52:56 AM",Afternoon Walk 🌥,Walk,"Wind 2ms E


Propelled by Windfield.app ↗",1818,2.34,121.0,3.0,False,,HOKA Carbon X (2020),activities/13264014777.fit.gz,,,1818.0,1725.0,2347.9,2.29,1.361,39.0,17.0,3.0,32.6,48.6,1.0,,,57.0,52.0,121.0,95.0,,,179.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,1726653568.0,3.0,16.6,16.4,11.7,0.73,1033.0,1.8,4.4,299.0,0.0,1726631808.0,1726677120.0,0.5,,5441383.0,0.0,1.0,0.8,34781.0,2.0,,,,,0.0,1.291,1019.9,,,,2996.0,,,,,,,,,,,,,,,
12443691891,"Sep 18, 2024, 4:13:48 PM",Evening Weight Training,Weight Training,,3761,0,118.0,6.0,False,,,activities/13267183103.fit.gz,,,3761.0,3761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,118.0,84.0,,,250.0,,,6.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,632.0,,,,,,,,
12440719549,"Sep 18, 2024, 4:55:58 AM",Morning Walk 🌥,Walk,"Wind 2ms E


Propelled by Windfield.app ↗",1692,2.32,115.0,3.0,False,,HOKA Carbon X (2020),activities/13264015229.fit.gz,,,1692.0,1615.0,2325.8,2.372,1.44,17.0,41.0,3.0,32.6,36.5,-1.0,,,63.0,55.0,115.0,90.0,,,163.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,1726631936.0,3.0,9.3,8.8,9.1,0.99,1032.3,1.8,3.1,338.0,0.0,1726631808.0,1726677120.0,0.5,,5441383.0,0.0,1.0,0.65,12448.0,0.0,,,,,0.0,1.375,994.3,,,,2942.0,,,,,,,,,,,,,,,
15856203910,"Sep 18, 2025, 4:15:31 PM",Evening Weight Training,Weight Training,,3169,0,107.0,4.0,False,,,activities/16934660170.fit.gz,,,3169.0,3169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,107.0,77.0,,,188.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,530.0,,,,,,,,
22491735,"Sep 19, 2012, 3:13:39 PM","19/09/2012 Espoo, Uusimaa, Finland",Run,,3334,10.19,168.0,141.0,,,ASICS GEL DS Racer 8,activities/25607486.tcx.gz,82.0,,3334.0,3302.0,10198.0,6.2,,157.3,157.2,15.0,47.0,445.2,0.0,,,,,168.0,151.0,,,1136.0,,,141.0,,,,,,,,,,,,,0.0,,,11276.4,,,,,,,,,,,,,,,,16728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82673823,"Sep 19, 2013, 3:00:00 PM","Hyatt Regency, Dar Es Salaam",Run,,2896,9.00,,,False,,Saucony Virrata,,81.0,,2896.0,2896.0,9000.0,,,,,,,0.0,0.0,,,,,,,,,896.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,144140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717916955,"Sep 19, 2016, 3:56:36 PM",Evening Run,Run,,4013,6.21,146.0,37.0,False,,Saucony Type A6 (2015),activities/790963858.fit.gz,81.0,,4013.0,2824.0,6213.8,4.3,,76.0,87.6,20.2,56.4,22.4,-0.2,,,89.0,77.0,146.0,128.0,,,632.0,,18.0,37.0,,,,,,,,,,,,,0.0,,,6348.9,,,,,,,,,,,,,,,,994793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191678550,"Sep 19, 2017, 4:20:03 PM",Evening Run,Run,,3417,8.94,146.0,21.0,False,,Saucony TypeA6 (2017),activities/1297413206.fit.gz,81.0,,3417.0,3198.0,8941.6,4.3,,73.0,,3.6,39.4,33.3,0.0,,,128.0,82.0,146.0,136.0,,,901.0,,17.0,21.0,,,,,,,,,,,,,0.0,,,9054.4,,,,,,,,,,,,,,,,2090324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/B3C61651-B9AD-48C6-A246-89EB65C10E8B.jpg
2722732019,"Sep 19, 2019, 3:13:28 PM",Evening Ride,Ride,,5731,8.94,122.0,4.0,False,,Cannondale Flash Carbon 29'er 3,activities/2886265956.fit.gz,81.0,11.5,5731.0,1733.0,8941.5,7.9,,49.0,50.0,34.4,60.3,26.9,0.0,,,92.0,73.0,122.0,102.0,,165.0,319.0,,22.0,4.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,142500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722650053,"Sep 19, 2019, 3:32:43 PM","Fitbod - Biceps, Calves, Shoulders, Triceps, Chest, Lower Back, Back",Weight Training,"312.0 Calories, 9 Exercises, 5 242 kg lifted",3162,0,,,False,,,activities/2886182640.tcx.gz,,,3162.0,3162.0,,0.0,,,,,,0.0,0.0,,,,,,,,,312.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/3ca0bf0f-ff75-49ec-83e5-ca3b3de29991.jpg
4080450675,"Sep 19, 2020, 5:04:28 AM", Stage 2 // Virtual Haute Route Ventoux  (C),Virtual Ride,And easy XPs way down. ,8085,43.42,155.0,126.0,False,,Tacx Neo Bike,activities/4366593963.fit.gz,,11.5,8085.0,8085.0,43422.7,23.4,5.371,1540.0,0.0,13.0,1543.0,15.4,0.0,,,189.0,86.0,,138.0,,191.0,1494.0,,,126.0,,,,,,,,,199.0,8086.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,7750451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/685a17a1-d645-4571-8759-be9f874d199b.jpg
4081315954,"Sep 19, 2020, 9:54:42 AM",Lunch Activity ☀️,E-Bike Ride,"Clear, 13°C, Feels like 13°C, Humidity 64%, Wind 6m/s from NW",3208,20.80,138.0,15.0,False,,Grand Canyon: ON AL 9.0,activities/4367505350.fit.gz,,11.5,3208.0,3208.0,20802.6,12.9,6.485,372.0,316.0,22.2,92.0,21.1,0.3,,,99.0,81.0,,119.0,,265.0,507.0,,14.0,15.0,,,,,,,,,,,0.0,,0.0,,1.0,,1600505984.0,1.0,12.7,12.7,6.4,0.66,1017.8,6.1,9.7,302.0,0.0,1600488064.0,1600533120.0,0.09,7142825.0,,0.0,,0.17,16093.0,2.0,300.1,0.0,30.3,1.7,,,,,,,,,,,,,,,,,,,,,,
5986511013,"Sep 19, 2021, 2:24:40 PM",Morning Walk ☀️,Walk,"Clear, 17°C, Feels like 17°C, Humidity 79%, Wind 3m/s from ENE",4110,6.36,135.0,13.0,False,,,activities/6363167975.fit.gz,,,4110.0,3921.0,6365.7,2.8,1.623,39.0,36.0,153.8,177.2,40.0,0.0,,,93.0,58.0,,110.0,,,477.0,,27.0,13.0,,,,,,,,,,,0.0,,0.0,,1.0,,1632060032.0,1.0,16.0,16.0,13.0,0.82,1024.9,2.4,3.3,62.0,0.0,1632049536.0,1632093824.0,0.47,,,0.0,,0.18,16093.0,2.0,276.8,,,,0.0,1.549,,,,,,,,,,,,,,,,,,,,media/E4EBBEB5-056C-412A-9BC1-B47D69C4AA3E.jpg
12450446228,"Sep 19, 2024, 1:12:57 PM",Afternoon Walk ☁,Walk,"Wind 3ms SE


Propelled by Windfield.app ↗",1705,2.37,110.0,2.0,False,,HOKA Carbon X (2020),activities/13274391374.fit.gz,,,1705.0,1656.0,2374.5,2.718,1.434,41.0,18.0,3.6,33.4,42.1,1.0,,,62.0,54.0,110.0,86.0,,,172.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,,1726750848.0,1.0,18.3,20.0,13.2,0.72,1032.1,2.1,4.1,245.0,0.0,1726718336.0,1726763392.0,0.625,,5441383.0,0.0,1.0,0.1,34537.0,1.0,,,,,0.0,1.393,899.1,,,,2934.0,,,,,,,,,,,,,,,
12456677858,"Sep 19, 2024, 3:34:54 PM",Evening Walk ☀,Walk,"Wind 4ms W


Propelled by Windfield.app ↗",2808,4.40,153.0,9.0,False,,HOKA Carbon X (2020),activities/13281028900.fit.gz,,,2808.0,2791.0,4399.8,2.624,1.576,52.0,50.0,2.6,32.2,36.5,0.0,,,93.0,58.0,153.0,113.0,,,338.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,1726758016.0,2.0,17.7,17.4,14.1,0.79,1031.6,2.8,4.7,243.0,0.0,1726718336.0,1726763392.0,0.625,,5441383.0,0.0,1.0,0.38,31619.0,0.0,,,,,0.0,1.567,2260.0,,,,5278.0,,,,,,,,,,,,,,,
12450445643,"Sep 19, 2024, 4:54:02 AM",Morning Walk ☁,Walk,"Wind 3ms SE


Propelled by Windfield.app ↗",1552,2.32,107.0,2.0,False,,,activities/13274390780.fit.gz,,,1552.0,1552.0,2323.5,3.472,1.497,17.0,40.0,4.6,34.0,31.3,-1.1,,,75.0,56.0,107.0,86.0,,,155.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,,1726718464.0,2.0,9.7,8.8,9.1,0.96,1033.2,1.8,3.4,329.0,0.0,1726718336.0,1726763392.0,0.625,,,0.02,5.0,0.38,18199.0,0.0,,,,,0.0,1.497,998.0,,,,2878.0,,,,,,,,,,,,,,,
15865416929,"Sep 19, 2025, 1:28:42 PM",Afternoon Run,Run,,2156,6.00,165.0,28.0,False,,New Balance Rebel v4 [2025],activities/16944096145.fit.gz,,,2156.0,2156.0,6005.4,3.58,2.785,0.0,0.0,0.0,0.0,0.0,0.0,,,83.0,75.0,165.0,141.0,,324.0,471.0,,,28.0,699154.0,,,,,,,,353.0,2157.0,,,0.0,,1.0,6003.7,,,,,,,,,,,,,,,,21346283.0,,,,,,,,,,,2.785,0.0,,,,5354.0,0.0,,124.0,144.0,,,,0.0,,,,,,,
15872395155,"Sep 19, 2025, 4:12:44 PM",Evening Walk,Walk,,2778,4.21,118.0,6.0,False,,HOKA Carbon X (2020),activities/16951277361.fit.gz,,,2778.0,2694.0,4214.2,3.04,1.564,23.0,33.0,2.2,20.4,18.7,-0.3,,,79.0,56.0,118.0,98.0,,,296.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,1758297600.0,1.0,15.7,14.8,11.2,0.75,1010.9,2.0,4.7,273.0,0.0,1758254286.0,1758299383.0,0.875,,5441383.0,0.85,5.0,0.32,40107.0,0.0,,,,,,1.517,2563.0,,,,4990.0,0.0,,,,,,,,,,,,,,
20575529,"Sep 2, 2012, 8:05:03 AM","02/09/2012 Helsinki, Finland, Helsinki, Finland, Finland",Ride,,16610,140.31,165.0,195.0,False,,Canyon Ultimate CF 8.0,activities/23465168.fit.gz,82.0,8.0,16610.0,16425.0,140311.0,15.952,,955.8,963.0,2.2,91.4,25.3,0.0,,,153.0,85.0,165.0,139.0,,185.0,3396.0,,17.0,195.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,142498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80304840,"Sep 2, 2013, 4:53:43 PM","02/09/2013 Espoo, Finland",Run,,1186,3.50,168.0,38.0,False,,Saucony Virrata,activities/87443857.gpx.gz,81.0,,1186.0,1169.0,3507.0,4.8,,81.9,81.7,15.3,47.0,49.5,0.0,,,,,168.0,145.0,,,397.0,,20.0,38.0,,,,,,,,,,,,,0.0,,,3989.9,,,,,,,,,,,,,,,,144140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188850082,"Sep 2, 2014, 2:56:42 PM","02/09/2014 Espoo, Finland",Run,,3179,10.06,161.0,120.0,False,,Salomon S-LAB Sense 3 Ultra (2014),activities/209089977.tcx.gz,81.0,,3179.0,3179.0,10062.1,4.5,,110.0,110.0,25.0,46.0,27.0,0.0,,,,,161.0,149.0,,,1021.0,,,120.0,,,,,,,,,,,,,0.0,,,10262.4,,,,,,,,,,,,,,,,455052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383242794,"Sep 2, 2015, 12:41:20 PM",Båtvik paluu (sateessa),Ride,,4659,30.11,158.0,35.0,False,,Canyon Ultimate CF SL 9.0 DI2,activities/431748723.fit.gz,81.0,7.1,4659.0,4457.0,30114.6,12.5,,257.0,236.2,38.4,77.6,44.4,0.1,,,118.0,82.0,158.0,130.0,,174.0,863.0,,11.0,35.0,,,,,,,,,197.0,4660.0,,,0.0,,,,,,,,,,,,,,,,,,1934418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164295115,"Sep 2, 2017, 7:04:59 AM",Nuuksio Classic 2017,Run,,19034,43.85,162.0,634.0,False,,Salomon S-Lab Sense 6 (2017) Sense 6 (2017),activities/1269644257.fit.gz,81.0,,19034.0,18619.0,43855.7,5.1,,886.0,,27.4,114.8,50.0,0.0,,,128.0,76.0,162.0,151.0,,,4637.0,,19.0,634.0,,,,,,,,,,,,,0.0,,,46592.7,,,,,,,,,,,,,,,,2498816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/9675A7AA-9E71-4A21-A26A-AE2DEB6DE70C.jpg|media/8BA3DBDA-2E49-4224-8AC7-3C091764CDFC.jpg|media/003AE974-8428-4C6C-923A-BEFAE557E1B7.jpg|media/147817DB-B8EE-4318-A5E0-BE892CE815EB.jpg|media/EA06BA83-17BF-44D3-8677-6438FC26D051.jpg|media/54B8C4B1-9F4B-4721-942A-B574FEAB52CB.jpg|media/3EA47CD6-8CC2-460E-AEB7-3EB5670F6FFA.jpg|media/8698AD39-BCDF-46BE-9CF9-9B38381C9FD0.jpg|media/610AFBD6-B899-4A74-A0C3-E3DA0BEA7F50.jpg|media/BA180D25-9ED0-4697-A6EE-C0A2D4F2CCD6.jpg
4000099143,"Sep 2, 2020, 9:50:22 AM",Watopia Volcano Climb,Virtual Ride,Testing new bibs day,2719,23.26,149.0,27.0,False,,Tacx Neo Bike,activities/4281848019.fit.gz,,11.5,2719.0,2719.0,23263.7,15.7,8.556,203.0,0.0,-6.2,131.8,11.5,0.0,,,96.0,85.0,,130.0,,190.0,493.0,,,27.0,,,,,,,,,192.0,2720.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,7750451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/270a3e16-c4f1-4788-a6cb-6990c4390b1d.jpg|media/341D0AD6-117E-4F8A-AC9A-E38C9748E5D1.jpg
7742714742,"Sep 2, 2022, 3:14:41 PM",Lunch Run,Run,,3094,8.01,168.0,42.0,False,,Nike Zoom Fly 3 (2020),activities/8267065523.fit.gz,,,3094.0,2976.0,8017.8,4.554,2.694,47.0,48.0,116.4,141.0,20.7,0.0,,,111.0,76.0,,139.0,,,627.0,,,42.0,,,,,,,,,,,0.0,,0.0,,1.0,8168.2,,,,,,,,,,,,,,,,5536139.0,,,,,,,,,,0.0,2.591,2779.9,,,,,,,,,,,,,,,,,,,media/5ED0C1D5-1758-45CB-9515-40BCB4885EB8.jpg
9766663864,"Sep 2, 2023, 8:09:10 AM",Morning Walk 🌥,Walk,"Wind 2ms S


Propelled by Windfield.app ↗",2284,3.86,130.0,6.0,False,,HOKA Carbon X (2020),activities/10470491434.fit.gz,,,2284.0,2263.0,3860.1,2.89,1.706,55.0,98.0,1430.6,1487.2,19.6,-1.2,,,79.0,57.0,,110.0,,,280.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,1693641600.0,2.0,24.5,24.4,13.5,0.5,1014.4,3.0,7.7,122.0,0.0,1693627008.0,1693670528.0,0.625,,5441383.0,0.25,5.0,0.62,17036.0,7.0,,,,,0.0,1.69,0.0,,,,4232.0,,,,,,,,,,,,,,,
9766665030,"Sep 2, 2023, 8:52:49 AM",Morning Ride 🌥,Ride,"Wind 2ms S


Propelled by Windfield.app ↗
-- myWindsock Report --
Weather Impact: -2.3%
Headwind: 59% @ 1.3-5.7m/s
Longest Headwind: 7m 45s
Air Speed: 13.7km/h
Temp: 26.6-26.8°C
Precip: 100% @ 0.01 Inch/hr
-- END --　

👏 4.6 new kilometers

-- From Wandrer.earth",1294,4.57,159.0,11.0,False,,Other bike,activities/10470492743.fit.gz,,22.0,1294.0,1214.0,4570.6,8.174,3.765,118.0,80.0,1415.8,1488.4,21.1,0.9,,,,,,134.0,,121.0,278.0,,,11.0,,,,,,,,,,,0.0,,0.0,,1.0,,1693641600.0,2.0,24.5,24.4,13.5,0.5,1014.4,3.0,7.7,122.0,0.0,1693627008.0,1693670528.0,0.625,2131437.0,,0.25,5.0,0.62,17036.0,7.0,,,,,0.0,3.532,0.0,,,,,,,,,,,,,,,,,,,media/21BD5D58-E37C-48E5-B8D3-ED3DF8076A3C.jpg
12307218873,"Sep 2, 2024, 3:25:28 PM",Evening Walk 🌥,Walk,"Wind 3ms SW


Propelled by Windfield.app ↗",2717,4.22,114.0,5.0,False,,HOKA Carbon X (2020),activities/13119780915.fit.gz,,,2717.0,2656.0,4225.4,2.594,1.591,24.0,37.0,18.1,32.0,40.9,0.1,,,118.0,56.0,114.0,90.0,,,302.0,,,5.0,,,,,,,,,,,0.0,,0.0,,1.0,,1725289216.0,1.0,19.0,19.0,13.8,0.72,1022.4,3.6,7.5,104.0,0.0,1725247104.0,1725297664.0,0.875,,5441383.0,0.7,5.0,0.06,30460.0,1.0,,,,,0.0,1.555,2272.6,,,,4932.0,,,,,,,,,,,,,,,
12308260577,"Sep 2, 2024, 4:43:09 PM",Evening Weight Training,Weight Training,,2408,0,107.0,3.0,False,,,activities/13121114293.fit.gz,,,2408.0,2408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,107.0,80.0,,,153.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,550.0,,,,,,,,
15671755728,"Sep 2, 2025, 2:14:31 PM",Afternoon Run,Run,,2894,7.07,141.0,11.0,False,,New Balance Rebel v4 [2025],activities/16739778653.fit.gz,,,2894.0,2834.0,7073.3,3.94,2.496,67.0,59.0,0.6,30.8,33.0,0.1,,,89.0,78.0,141.0,129.0,,318.0,560.0,,,11.0,892273.0,,,,,,,,316.0,2895.0,,,0.0,,1.0,7406.0,1756821600.0,2.0,17.7,17.2,12.6,0.72,1016.8,3.3,6.3,110.0,0.0,1756783080.0,1756833693.0,0.375,,21346283.0,0.05,5.0,0.45,34270.0,1.0,,,,,,2.444,3851.6,,,,7296.0,0.0,,133.0,129.0,2.613,,,0.0,,,,,,,
197366933,"Sep 20, 2014, 2:07:51 PM","20/09/2014 Espoo, Uusimaa, Finland",Run,,3741,9.30,157.0,91.0,False,,Salomon S-LAB Sense 3 Ultra (2014),activities/219213512.tcx.gz,81.0,,3741.0,3567.0,9302.7,5.5,,220.6,220.6,61.0,112.8,49.0,0.0,,,,,157.0,141.0,,,995.0,,,91.0,,,,,,,,,,,,,0.0,,,10000.1,,,,,,,,,,,,,,,,455052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854412729,"Sep 20, 2018, 1:58:40 PM",70 mins  <145 bpm,Run,Very heavy legs after Tue intervals. ,4497,12.78,144.0,37.0,False,,Saucony TypeA6 (2017),activities/1987133705.fit.gz,81.0,,4497.0,4480.0,12782.0,4.0,,75.0,85.0,1.6,22.6,23.4,0.0,,,101.0,81.0,144.0,133.0,,,887.0,,20.0,37.0,,,,,,,,,,,,,0.0,,,13140.1,,,,,,,,,,,,,,,,2090324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/8993B49C-1974-4654-8937-C2CBCCE7DF2D.jpg
4087593418,"Sep 20, 2020, 12:39:33 PM",Afternoon Activity ⛅,E-Bike Ride,"Partly Cloudy, 14°C, Feels like 14°C, Humidity 60%, Wind 5m/s from WSW",4274,23.00,137.0,11.0,False,,Grand Canyon: ON AL 9.0,activities/4374142555.fit.gz,,11.5,4274.0,3403.0,23001.9,15.2,6.759,337.0,393.0,11.2,77.4,27.8,-0.2,,,99.0,77.0,,107.0,,253.0,432.0,,14.0,11.0,,,,,,,,,,,0.0,,0.0,,1.0,,1600603136.0,1.0,14.6,14.6,6.8,0.6,1017.5,5.4,9.4,258.0,0.0,1600574592.0,1600619392.0,0.13,7142825.0,,0.0,,0.26,16093.0,2.0,286.3,0.0,27.4,2.4,,,,,,,,,,,,,,,,,,,,,,
5993198542,"Sep 20, 2021, 11:14:04 PM",Evening Walk ⛅,Walk,"Mostly Cloudy, 21°C, Feels like 21°C, Humidity 76%, Wind 3m/s from ENE",2157,3.14,127.0,6.0,False,,HOKA Carbon X (2020),activities/6370203870.fit.gz,,,2157.0,1968.0,3142.3,2.8,1.597,23.0,20.0,151.6,166.8,28.6,0.1,,,120.0,56.0,,113.0,,,242.0,,26.0,6.0,,,,,,,,,,,,,0.0,,1.0,,1632178816.0,2.0,21.2,21.3,16.5,0.75,1020.0,3.0,5.2,80.0,0.0,1632135936.0,1632180096.0,0.5,,5441383.0,0.0,,0.66,16093.0,0.0,279.8,,,,0.0,1.457,,,,,,,,,,,,,,,,,,,,
5991794977,"Sep 20, 2021, 5:00:02 PM",Zwift Academy Road: Workout 4 | Threshold Under/Overs,Virtual Ride,First Zwift session in months. Had to adjust FTP values down significantly.,2970,22.09,160.0,55.0,False,,Tacx Neo Bike,activities/6368744332.fit.gz,,,2970.0,2970.0,22095.1,13.2,7.439,180.0,0.0,11.2,82.6,7.4,0.0,,,108.0,91.0,,141.0,,201.0,577.0,,,55.0,,,,,,,,,216.0,2971.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,7750451.0,,,,,,,,,,,0.0,7.439,,,,,,,,,,,,,,,,,,,,media/c84c1cf5-add8-4816-8037-d4f10e063037.jpg
9888106433,"Sep 20, 2023, 4:53:05 PM",Evening Walk 🌙,Walk,"Wind 2ms E


Propelled by Windfield.app ↗",4194,5.54,123.0,8.0,False,,HOKA Carbon X (2020),activities/10598237839.fit.gz,,,4194.0,3499.0,5542.8,7.494,1.584,84.0,58.0,-2.8,31.6,28.3,0.0,,,98.0,56.0,,101.0,,,407.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,1695225600.0,2.0,15.9,15.8,12.8,0.82,1002.2,4.4,8.9,246.0,0.0,1695182336.0,1695227264.0,0.125,,5441383.0,0.93,5.0,0.62,31513.0,0.0,,,,,0.0,1.322,1975.9,,,,6216.0,,,,,,,,,,,,,,,
12459146963,"Sep 20, 2024, 10:01:59 AM",Afternoon Walk,Walk,,1609,2.21,133.0,4.0,False,,HOKA Carbon X (2020),activities/13283684630.fit.gz,,,1609.0,1581.0,2210.3,2.378,1.398,16.0,19.0,1.2,20.0,45.6,0.4,,,62.0,53.0,133.0,111.0,,,177.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,,1726826368.0,1.0,18.8,19.7,13.6,0.72,1028.3,3.1,6.5,270.0,0.0,1726804864.0,1726849536.0,0.625,,5441383.0,0.0,1.0,0.13,34808.0,3.0,,,,,0.0,1.374,997.4,,,,2732.0,,,,,,,,,,,,,,,
12459146977,"Sep 20, 2024, 2:08:55 PM",Afternoon Walk,Walk,,1507,2.14,122.0,3.0,False,,HOKA Carbon X (2020),activities/13283684622.fit.gz,,,1507.0,1492.0,2146.7,2.41,1.439,18.0,15.0,3.6,16.2,49.9,0.2,,,57.0,53.0,122.0,90.0,,,151.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,1726840832.0,2.0,20.4,20.2,14.3,0.68,1026.8,3.2,6.4,273.0,0.0,1726804864.0,1726849536.0,0.625,,5441383.0,0.0,1.0,0.45,34836.0,1.0,,,,,0.0,1.424,1006.5,,,,2592.0,,,,,,,,,,,,,,,
12456664989,"Sep 20, 2024, 7:40:18 AM",Morning Run ☀,Run,"Wind 4ms W


Propelled by Windfield.app ↗",2324,6.62,164.0,43.0,False,,HOKA Carbon X (2020),activities/13281014876.fit.gz,,,2324.0,2291.0,6620.9,4.284,2.89,70.0,51.0,2.6,32.6,43.4,0.3,,,103.0,79.0,164.0,149.0,,374.0,534.0,,20.0,43.0,846874.0,,,,,,,,372.0,2326.0,,,0.0,,1.0,6968.1,1726815616.0,1.0,14.1,14.7,11.8,0.86,1029.0,2.9,6.2,275.0,0.0,1726804864.0,1726849536.0,0.625,,5441383.0,0.0,1.0,0.15,28970.0,1.0,,,,,0.0,2.849,3260.0,,,,5890.0,,,149.0,152.0,3.042,,,,,,,,,,
15885251312,"Sep 20, 2025, 4:02:11 PM",Evening Walk,Walk,,1502,2.10,118.0,3.0,False,,HOKA Carbon X (2020),activities/16964514963.fit.gz,,,1502.0,1476.0,2105.1,2.54,1.426,27.0,25.0,70.0,86.6,26.3,0.1,,,120.0,54.0,118.0,95.0,,,157.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,1758384000.0,3.0,16.3,14.7,14.5,0.89,1006.5,3.5,8.0,239.0,0.0,1758340896.0,1758385672.0,0.875,,5441383.0,0.9,5.0,0.85,25293.0,0.0,,,,,,1.402,1309.2,,,,2496.0,0.0,,,,,,,,,,,,,,
15872395010,"Sep 20, 2025, 6:40:30 AM",Morning Weight Training,Weight Training,,3677,0,105.0,5.0,False,,,activities/16951277355.fit.gz,,,3677.0,3677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,105.0,75.0,,,203.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,418.0,,,,,,,,
